timestamp,x_robot_mm,y_robot_mm,z_robot_mm,angle_deg,pixel_size,area
1772015868.3412926,703.66,-113.06,495.35,79.92,131.3,16378
1772015868.3677948,703.6,-113.0,495.53,80.13,131.4,16376
1772015868.3983595,703.73,-113.14,495.13,80.13,131.2,16371
1772015868.449416,703.74,-113.15,495.09,79.92,131.2,16372
1772015868.4750798,703.74,-113.14,495.09,79.92,131.2,16372
1772015868.4972963,703.65,-113.05,495.35,79.92,131.3,16381
1772015868.5194535,703.66,-113.05,495.35,79.92,131.3,16386
1772015868.554017,703.6,-112.99,495.51,79.76,131.4,16376
1772015868.5869339,703.66,-113.05,495.35,79.92,131.3,16384
1772015868.6223528,703.66,-113.05,495.35,79.92,131.3,16381
1772015868.6531172,703.66,-113.05,495.35,79.92,131.3,16375
1772015868.6853878,703.66,-113.05,495.35,79.92,131.3,16372
1772015868.7184205,703.61,-112.99,495.51,79.76,131.4,16369
1772015868.751416,703.59,-112.98,495.57,79.7,131.4,16377
1772015868.7913315,703.66,-113.06,495.35,79.92,131.3,16382
1772015868.8292918,703.61,-113.0,495.51,79.75,131.4,16384
1772015868.8599348,703.66,-113.06,495.35,79.92,131.3,16381
1772015868.8945355,703.62,-113.01,495.49,79.78,131.4,16375
1772015868.925444,703.66,-113.06,495.35,79.92,131.3,16385
1772015868.9586427,703.66,-113.05,495.35,79.92,131.3,16387
1772015868.9868336,703.66,-113.05,495.35,79.92,131.3,16376
1772015869.0213099,703.65,-113.04,495.39,79.88,131.3,16386
1772015869.052831,703.51,-112.9,495.77,79.7,131.5,16380
1772015869.0868382,703.68,-113.07,495.27,79.99,131.3,16379
1772015869.1203616,703.77,-113.15,495.01,79.99,131.2,16371
1772015869.1548738,703.63,-113.0,495.39,79.88,131.3,16377
1772015869.186816,703.63,-113.0,495.39,79.88,131.3,16373
1772015869.2203825,703.63,-112.99,495.39,79.88,131.3,16386
1772015869.2539172,703.78,-113.15,494.94,80.05,131.1,16374
1772015869.2859335,703.64,-112.99,495.35,79.92,131.3,16379
1772015869.3194191,703.63,-112.97,495.39,79.88,131.3,16380
1772015869.3539171,703.65,-112.99,495.35,79.92,131.3,16370
1772015869.3933723,703.67,-113.01,495.27,79.99,131.3,16379
1772015869.4203985,703.63,-112.98,495.39,79.88,131.3,16380
1772015869.451382,703.69,-113.02,495.23,80.04,131.2,16376
1772015869.4844618,703.67,-113.0,495.27,79.99,131.3,16378
1772015869.540157,703.71,-113.07,495.15,79.7,131.2,16338
1772015869.5663273,703.71,-113.09,495.15,79.7,131.2,16335
1772015869.6002624,703.64,-113.02,495.35,79.92,131.3,16379
1772015869.6317363,703.64,-113.01,495.35,79.92,131.3,16370
1772015869.6640477,703.69,-113.06,495.21,79.82,131.2,16370
1772015869.6903715,703.69,-113.06,495.21,79.82,131.2,16370
1772015869.7186913,703.75,-113.13,495.01,79.99,131.1,16368
1772015869.7528093,703.63,-113.0,495.36,79.7,131.3,16369
1772015869.7859492,703.57,-112.93,495.56,79.82,131.4,16372
1772015869.819574,703.65,-113.0,495.33,79.94,131.3,16376
1772015869.8537338,703.63,-112.98,495.39,79.88,131.3,16381
1772015869.8862102,703.65,-112.99,495.35,79.92,131.3,16385
1772015869.919683,703.65,-112.99,495.35,79.92,131.3,16380
1772015869.9546516,703.8,-113.17,494.87,79.99,131.1,16375
1772015869.9865894,703.64,-112.99,495.35,79.92,131.3,16373
1772015870.0220954,703.68,-113.04,495.23,80.13,131.2,16379
1772015870.054794,703.65,-113.01,495.33,80.13,131.3,16387
1772015870.0859456,703.66,-113.02,495.33,80.13,131.3,16371
1772015870.1184323,703.66,-113.03,495.33,80.13,131.3,16371
1772015870.151349,703.7,-113.07,495.23,80.13,131.2,16387
1772015870.1859136,703.7,-113.08,495.23,80.13,131.2,16385
1772015870.2193797,703.46,-112.82,495.95,79.99,131.6,16390
1772015870.2538815,703.59,-112.97,495.54,79.99,131.4,16378
1772015870.2863228,703.55,-112.92,495.68,80.22,131.4,16378
1772015870.3202596,703.55,-112.91,495.68,80.22,131.4,16385
1772015870.353791,703.7,-113.08,495.23,80.13,131.2,16377
1772015870.3867233,703.55,-112.91,495.68,80.22,131.4,16386
1772015870.4211726,703.69,-113.06,495.27,79.99,131.3,16373
1772015870.4527552,703.69,-113.06,495.27,79.99,131.3,16377
1772015870.4867167,703.77,-113.15,495.01,79.99,131.2,16377
1772015870.5193393,703.72,-113.1,495.15,79.88,131.2,16378
1772015870.5538454,703.63,-113.0,495.41,79.99,131.3,16383
1772015870.5867705,703.64,-113.0,495.41,79.99,131.3,16383
1772015870.6193318,703.64,-113.0,495.41,79.99,131.3,16376
1772015870.6512744,703.72,-113.09,495.15,79.88,131.2,16367
1772015870.6896868,703.64,-113.0,495.39,79.88,131.3,16370
1772015870.744688,703.66,-113.06,495.31,79.88,131.3,16339
1772015870.7675347,703.76,-113.17,495.01,79.99,131.1,16371
1772015870.797298,703.65,-113.04,495.34,80.05,131.3,16374
1772015870.8303366,703.54,-112.91,495.67,79.78,131.4,16372
1772015870.8725898,703.74,-113.11,495.14,79.99,131.2,16370
1772015870.895798,703.74,-113.1,495.14,79.99,131.2,16371
1772015870.9189308,703.61,-112.96,495.55,79.88,131.4,16372
1772015870.9513874,703.53,-112.88,495.77,79.7,131.5,16372
1772015870.984459,703.66,-113.01,495.41,79.99,131.3,16369
1772015871.0193737,703.76,-113.13,495.08,80.07,131.2,16358
1772015871.053912,703.74,-113.11,495.13,80.13,131.2,16363
1772015871.1010997,703.74,-113.1,495.13,80.13,131.2,16366
1772015871.1426303,703.69,-113.04,495.27,79.99,131.3,16370
1772015871.1714652,703.64,-112.98,495.41,79.99,131.3,16371
1772015871.1951401,703.64,-112.99,495.41,79.99,131.3,16368
1772015871.227116,703.64,-112.98,495.41,79.99,131.3,16367
1772015871.2593944,703.64,-112.97,495.41,79.99,131.3,16379
1772015871.2908447,703.7,-113.04,495.23,80.13,131.2,16365
1772015871.3234572,703.64,-112.97,495.41,79.99,131.3,16362
1772015871.358642,703.7,-113.04,495.23,80.13,131.2,16368
1772015871.3907163,703.7,-113.04,495.23,80.13,131.2,16367
1772015871.4194076,703.7,-113.04,495.23,80.13,131.2,16368
1772015871.452958,703.64,-112.97,495.41,79.99,131.3,16362
1772015871.4859922,703.64,-112.97,495.41,79.99,131.3,16371
1772015871.5195594,703.64,-112.98,495.41,79.99,131.3,16372
1772015871.5525167,703.63,-112.96,495.45,79.92,131.3,16369
1772015871.5860748,703.62,-112.97,495.45,79.92,131.3,16370
1772015871.6195989,703.61,-112.96,495.47,79.88,131.4,16366
1772015871.6525142,703.66,-113.0,495.34,80.05,131.3,16375
1772015871.6850204,703.68,-113.03,495.26,80.05,131.3,16372
1772015871.7214227,703.7,-113.04,495.22,80.05,131.2,16378
1772015871.7514923,703.62,-112.96,495.45,79.92,131.3,16378
1772015871.7861,703.61,-112.97,495.45,79.92,131.3,16386
1772015871.8186135,703.68,-113.03,495.26,80.05,131.3,16378
1772015871.851057,703.68,-113.04,495.27,79.99,131.3,16377
1772015871.8855608,703.63,-113.0,495.41,79.99,131.3,16372
1772015871.918588,703.64,-113.0,495.41,79.99,131.3,16379
1772015871.9547691,703.7,-113.07,495.23,80.13,131.2,16369
1772015871.990056,703.7,-113.07,495.23,80.13,131.2,16373
1772015872.0251312,703.73,-113.11,495.13,80.13,131.2,16368
1772015872.0792792,703.7,-113.07,495.23,80.13,131.2,16362
1772015872.10224,703.67,-113.04,495.33,80.13,131.3,16367
1772015872.1253738,703.6,-112.96,495.54,79.99,131.4,16378
1772015872.1511064,703.68,-113.05,495.31,80.07,131.3,16379
1772015872.1862638,703.65,-113.01,495.41,79.99,131.3,16377
1772015872.2202415,703.68,-113.05,495.31,80.07,131.3,16377
1772015872.253931,703.69,-113.05,495.31,80.07,131.3,16380
1772015872.2854438,703.71,-113.08,495.23,80.13,131.2,16381
1772015872.317583,703.43,-112.77,496.07,80.31,131.6,16374
1772015872.352502,703.43,-112.77,496.07,80.31,131.6,16376
1772015872.3854728,703.43,-112.77,496.07,80.31,131.6,16377
1772015872.4185894,703.61,-112.98,495.53,80.13,131.4,16373
1772015872.451037,703.61,-112.98,495.53,80.13,131.4,16376
1772015872.4855542,703.72,-113.11,495.19,80.07,131.2,16369
1772015872.517553,703.61,-112.99,495.53,80.13,131.4,16375
1772015872.5509584,703.67,-113.06,495.33,80.13,131.3,16369
1772015872.5859306,703.42,-112.78,496.07,80.31,131.6,16384
1772015872.619452,703.43,-112.79,496.04,80.27,131.6,16379
1772015872.651379,703.45,-112.81,495.99,80.22,131.6,16382
1772015872.685862,703.64,-113.03,495.41,79.99,131.3,16374
1772015872.7180018,703.61,-113.0,495.48,80.07,131.4,16367
1772015872.7529051,703.63,-113.03,495.41,79.99,131.3,16375
1772015872.7849202,703.59,-112.99,495.53,80.13,131.4,16378
1772015872.8183918,703.61,-113.0,495.5,79.92,131.4,16382
1772015872.851314,703.75,-113.15,495.07,79.94,131.2,16370
1772015872.8853137,703.74,-113.14,495.08,80.07,131.2,16377
1772015872.9182768,703.6,-112.99,495.48,80.07,131.4,16370
1772015872.952165,703.72,-113.11,495.13,80.13,131.2,16374
1772015872.9856882,703.72,-113.11,495.13,80.13,131.2,16376
1772015873.0203373,703.69,-113.07,495.23,80.13,131.2,16377
1772015873.0512996,703.58,-112.95,495.54,79.99,131.4,16373
1772015873.0858645,703.57,-112.95,495.54,79.99,131.4,16372
1772015873.1203933,703.56,-112.92,495.6,80.22,131.4,16364
1772015873.1651824,703.56,-112.92,495.6,80.22,131.4,16368
1772015873.1899178,703.56,-112.91,495.6,80.22,131.4,16376
1772015873.2265594,703.58,-112.93,495.54,79.99,131.4,16368
1772015873.2705092,703.71,-113.08,495.15,79.88,131.2,16368
1772015873.2973874,703.63,-113.0,495.39,79.88,131.3,16369
1772015873.322456,703.71,-113.1,495.15,79.88,131.2,16373
1772015873.3555994,703.69,-113.06,495.21,80.22,131.2,16373
1772015873.3871691,703.65,-113.02,495.33,79.94,131.3,16373
1772015873.419278,703.63,-112.99,495.39,79.88,131.3,16370
1772015873.4512777,703.64,-113.0,495.39,79.88,131.3,16378
1772015873.4855762,703.68,-113.05,495.27,79.99,131.3,16378
1772015873.517668,703.73,-113.1,495.13,80.13,131.2,16376
1772015873.5525813,703.64,-113.0,495.39,79.88,131.3,16372
1772015873.586133,703.64,-113.01,495.39,79.88,131.3,16371
1772015873.6192167,703.83,-113.2,494.87,79.99,131.1,16366
1772015873.653831,703.75,-113.1,495.13,80.13,131.2,16371
1772015873.685335,703.77,-113.12,495.08,80.07,131.2,16376
1772015873.7212715,703.72,-113.07,495.23,80.13,131.2,16382
1772015873.751248,703.72,-113.06,495.23,80.13,131.2,16378
1772015873.7853708,703.72,-113.06,495.23,80.13,131.2,16376
1772015873.8203259,703.72,-113.06,495.23,80.13,131.2,16384
1772015873.8513875,703.86,-113.2,494.83,80.13,131.1,16376
1772015873.885763,703.86,-113.2,494.83,80.13,131.1,16379
1772015873.9302602,703.1,-112.41,497.07,80.07,132.0,16347
1772015873.9645205,703.63,-113.01,495.48,80.07,131.4,16342
1772015873.9888148,703.78,-113.18,495.01,79.99,131.1,16339
1772015874.0205204,703.73,-113.14,495.13,80.13,131.2,16347
1772015874.053914,703.7,-113.08,495.27,79.99,131.3,16370
1772015874.0856555,703.65,-113.03,495.41,79.99,131.3,16369
1772015874.118885,703.68,-113.05,495.33,80.13,131.3,16376
1772015874.155973,703.83,-113.18,494.93,80.13,131.1,16372
1772015874.1846645,703.7,-113.02,495.33,80.13,131.3,16370
1772015874.219129,703.7,-113.01,495.33,80.13,131.3,16372
1772015874.2536693,703.82,-113.12,495.01,80.31,131.2,16359
1772015874.286662,703.86,-113.15,494.9,80.31,131.1,16356
1772015874.3201294,703.78,-113.06,495.13,80.13,131.2,16363
1772015874.3608015,703.81,-113.09,495.03,80.13,131.2,16359
1772015874.389958,703.8,-113.09,495.03,80.13,131.2,16357
1772015874.4267719,703.7,-112.98,495.33,80.13,131.3,16358
1772015874.4602716,703.71,-112.98,495.33,80.13,131.3,16367
1772015874.4933126,703.71,-112.98,495.33,80.13,131.3,16366
1772015874.5208907,703.8,-113.1,495.03,80.13,131.2,16363
1772015874.5536594,703.67,-112.95,495.41,79.99,131.3,16365
1772015874.584142,703.6,-112.88,495.6,79.92,131.4,16363
1772015874.619659,703.69,-112.98,495.33,80.13,131.3,16364
1772015874.6557355,703.79,-113.1,495.03,80.13,131.2,16367
1772015874.690149,703.59,-112.89,495.6,79.92,131.4,16357
1772015874.7261603,703.6,-112.91,495.55,79.94,131.4,16358
1772015874.7579758,703.78,-113.1,495.03,80.13,131.2,16360
1772015874.7905147,703.66,-112.95,495.4,80.31,131.3,16360
1772015874.821658,703.8,-113.11,495.01,79.99,131.1,16366
1772015874.8527613,703.8,-113.11,495.01,79.99,131.1,16364
1772015874.8858345,703.53,-112.78,495.86,80.54,131.5,16355
1772015874.9204454,703.55,-112.78,495.86,80.54,131.5,16356
1772015874.9555821,703.56,-112.77,495.86,80.54,131.5,16353
1772015874.986056,703.65,-112.87,495.57,80.04,131.4,16352
1772015875.019516,703.73,-112.97,495.33,80.13,131.3,16357
1772015875.0525112,703.62,-112.88,495.6,79.8,131.4,16349
1772015875.0879314,703.67,-112.96,495.41,79.99,131.3,16353
1772015875.1213856,703.73,-113.03,495.23,80.13,131.2,16358
1772015875.15348,703.81,-113.12,495.01,79.99,131.1,16347
1772015875.186879,703.87,-113.19,494.83,80.13,131.1,16345
1772015875.2203407,703.81,-113.13,495.01,79.99,131.1,16345
1772015875.2538896,703.81,-113.13,495.01,79.99,131.1,16344
1772015875.2863472,703.81,-113.13,495.01,79.99,131.1,16343
1772015875.3192883,703.81,-113.12,495.03,80.13,131.2,16339
1772015875.3538144,703.82,-113.11,495.03,80.1,131.2,16341
1772015875.3847513,703.82,-113.13,495.01,79.99,131.1,16337
1772015875.4192047,703.86,-113.17,494.89,80.04,131.1,16333
1772015875.4537528,703.73,-113.02,495.27,79.99,131.3,16341
1772015875.486681,703.86,-113.16,494.89,80.04,131.1,16336
1772015875.5211127,703.86,-113.15,494.89,80.04,131.1,16338
1772015875.5645635,703.95,-113.24,494.63,80.13,131.0,16341
1772015875.5933363,703.95,-113.24,494.63,80.13,131.0,16345
1772015875.6383588,703.86,-113.14,494.89,80.04,131.1,16346
1772015875.680055,703.86,-113.13,494.89,80.04,131.1,16346
1772015875.7058482,703.77,-113.03,495.14,79.94,131.2,16341
1772015875.7293608,703.94,-113.22,494.63,80.13,131.0,16340
1772015875.7546818,703.85,-113.11,494.92,80.17,131.1,16350
1772015875.7873316,703.69,-112.94,495.41,79.99,131.3,16354
1772015875.8203926,703.84,-113.11,494.95,80.04,131.1,16345
1772015875.8514633,703.84,-113.11,494.95,80.04,131.1,16349
1772015875.8884742,703.82,-113.1,495.01,79.99,131.1,16341
1772015875.9195518,703.84,-113.12,494.95,80.04,131.1,16339
1772015875.9536166,703.83,-113.12,494.95,80.04,131.1,16330
1772015875.986513,703.85,-113.14,494.89,80.04,131.1,16339
1772015876.0185199,703.73,-113.03,495.23,80.13,131.2,16357
1772015876.0525725,703.65,-112.96,495.45,79.92,131.3,16361
1772015876.087593,703.46,-112.78,495.98,79.7,131.6,16365
1772015876.1191165,703.69,-113.05,495.27,79.99,131.3,16350
1772015876.1537094,703.69,-113.07,495.27,79.99,131.3,16362
1772015876.186688,703.65,-113.04,495.35,79.92,131.3,16354
1772015876.2202039,703.62,-113.0,495.45,79.92,131.3,16352
1772015876.2547467,703.61,-113.0,495.45,79.92,131.3,16360
1772015876.2857873,703.64,-113.04,495.35,79.92,131.3,16359
1772015876.3194377,703.64,-113.05,495.35,79.92,131.3,16363
1772015876.3539925,703.6,-113.01,495.45,79.92,131.3,16352
1772015876.3859475,703.67,-113.08,495.27,79.99,131.3,16356
1772015876.4204013,703.61,-113.01,495.45,79.92,131.3,16356
1772015876.4539173,703.66,-113.06,495.31,80.07,131.3,16355
1772015876.4863415,703.56,-112.96,495.6,79.92,131.4,16357
1772015876.5193322,703.57,-112.96,495.6,79.92,131.4,16355
1772015876.5538557,703.63,-113.02,495.41,79.99,131.3,16364
1772015876.5855,703.55,-112.92,495.68,79.99,131.4,16360
1772015876.618461,703.58,-112.95,495.6,79.92,131.4,16358
1772015876.6539328,703.56,-112.92,495.68,79.99,131.4,16355
1772015876.6883547,703.71,-113.07,495.23,80.13,131.2,16354
1772015876.7243881,703.56,-112.9,495.68,79.99,131.4,16356
1772015876.779232,703.5,-112.83,495.85,79.92,131.5,16354
1772015876.8074043,703.51,-112.82,495.85,79.92,131.5,16354
1772015876.8357394,703.66,-112.99,495.41,79.99,131.3,16350
1772015876.884884,703.51,-112.81,495.85,79.92,131.5,16352
1772015876.9216948,703.69,-113.01,495.31,80.07,131.3,16356
1772015876.9483113,703.7,-113.02,495.27,79.99,131.3,16356
1772015876.9736128,703.74,-113.07,495.14,79.99,131.2,16356
1772015876.9965265,703.63,-112.97,495.45,79.92,131.3,16361
1772015877.0217314,703.83,-113.19,494.87,79.99,131.1,16365
1772015877.0530164,703.76,-113.11,495.08,80.07,131.2,16362
1772015877.0871265,703.77,-113.1,495.08,80.07,131.2,16354
1772015877.1203315,703.7,-113.03,495.27,79.99,131.3,16355
1772015877.1537838,703.83,-113.16,494.91,80.07,131.1,16355
1772015877.187287,703.8,-113.13,495.01,79.99,131.1,16360
1772015877.2195227,703.81,-113.13,495.01,79.99,131.1,16356
1772015877.2527452,703.64,-112.95,495.48,80.07,131.4,16364
1772015877.2862916,703.61,-112.93,495.54,79.99,131.4,16366
1772015877.3203542,703.65,-112.99,495.39,79.88,131.3,16362
1772015877.3538668,703.65,-113.0,495.39,79.88,131.3,16366
1772015877.3862858,703.69,-113.04,495.27,79.99,131.3,16364
1772015877.4202163,703.83,-113.18,494.87,79.99,131.1,16362
1772015877.452683,703.62,-112.95,495.47,79.94,131.4,16365
1772015877.4873273,703.64,-112.98,495.41,79.99,131.3,16362
1772015877.5203252,703.64,-112.98,495.41,79.99,131.3,16372
1772015877.553859,703.64,-112.97,495.41,79.99,131.3,16366
1772015877.586283,703.64,-112.97,495.41,79.99,131.3,16360
1772015877.6193328,703.62,-112.94,495.47,79.94,131.4,16368
1772015877.6538663,703.64,-112.97,495.41,79.99,131.3,16367
1772015877.6854298,703.64,-112.97,495.41,79.99,131.3,16362
1772015877.719522,703.62,-112.95,495.47,79.94,131.4,16346
1772015877.7509992,703.62,-112.95,495.47,79.94,131.4,16358
1772015877.788439,703.61,-112.95,495.5,79.92,131.4,16358
1772015877.823357,703.61,-112.95,495.5,79.92,131.4,16369
1772015877.8546488,703.62,-112.96,495.5,79.92,131.4,16372
1772015877.8876638,703.65,-112.99,495.41,79.99,131.3,16374
1772015877.920316,703.65,-113.0,495.41,79.99,131.3,16366
1772015877.956151,703.6,-112.94,495.55,79.94,131.4,16364
1772015877.9916463,703.64,-112.99,495.41,79.99,131.3,16363
1772015878.0225527,703.64,-112.99,495.41,79.99,131.3,16363
1772015878.0695379,703.78,-113.16,494.98,79.88,131.1,16340
1772015878.1139219,703.72,-113.11,495.14,79.99,131.2,16350
1772015878.1344914,703.67,-113.03,495.33,80.13,131.3,16370
1772015878.1608148,703.68,-113.04,495.28,80.1,131.3,16367
1772015878.1862726,703.7,-113.06,495.23,80.13,131.2,16382
1772015878.2206156,703.66,-113.0,495.35,80.04,131.3,16372
1772015878.2527034,703.66,-112.99,495.35,80.04,131.3,16365
1772015878.286044,703.66,-112.98,495.35,80.04,131.3,16370
1772015878.319914,703.67,-112.99,495.31,80.07,131.3,16366
1772015878.3539212,703.67,-112.98,495.32,80.1,131.3,16353
1772015878.3862164,703.66,-112.96,495.35,80.04,131.3,16359
1772015878.419337,703.68,-112.99,495.28,80.1,131.3,16358
1772015878.4538476,703.62,-112.93,495.46,79.95,131.3,16367
1772015878.487115,703.66,-112.96,495.35,80.04,131.3,16362
1772015878.5202405,703.66,-112.96,495.35,80.04,131.3,16374
1772015878.5548766,703.67,-112.97,495.33,80.13,131.3,16377
1772015878.5862007,703.67,-112.98,495.31,80.07,131.3,16382
1772015878.6202893,703.68,-112.99,495.28,80.1,131.3,16360
1772015878.653812,703.68,-112.99,495.28,80.1,131.3,16361
1772015878.689044,703.66,-112.96,495.35,80.04,131.3,16361
1772015878.7197087,703.66,-112.96,495.35,80.04,131.3,16358
1772015878.7527103,703.67,-112.97,495.31,80.07,131.3,16366
1772015878.787024,703.67,-112.97,495.31,80.07,131.3,16367
1772015878.819687,703.64,-112.94,495.41,79.99,131.3,16363
1772015878.8511035,703.65,-112.99,495.36,79.7,131.3,16348
1772015878.8879201,703.67,-113.04,495.31,79.88,131.3,16336
1772015878.9215057,703.51,-112.87,495.77,79.7,131.5,16377
1772015878.9555078,703.78,-113.15,495.01,79.99,131.1,16377
1772015878.9888158,703.72,-113.07,495.23,80.13,131.2,16380
1772015879.0206826,703.66,-113.02,495.39,79.88,131.3,16368
1772015879.0552728,703.63,-112.99,495.47,79.8,131.3,16373
1772015879.092518,703.57,-112.92,495.65,79.8,131.4,16374
1772015879.1188786,703.57,-112.92,495.65,79.8,131.4,16374
1772015879.1538615,703.52,-112.86,495.81,79.94,131.5,16375
1772015879.194109,703.53,-112.86,495.8,79.88,131.5,16367
1772015879.2228713,703.53,-112.86,495.8,79.88,131.5,16373
1772015879.2615726,703.55,-112.88,495.73,79.94,131.5,16373
1772015879.3078709,703.57,-112.89,495.68,79.99,131.4,16376
1772015879.3304136,703.7,-113.03,495.27,79.99,131.3,16375
1772015879.3537471,703.7,-113.02,495.27,79.99,131.3,16377
1772015879.3860261,703.67,-113.0,495.33,79.94,131.3,16377
1772015879.418678,703.69,-113.01,495.27,79.99,131.3,16374
1772015879.4510858,703.68,-113.01,495.27,79.99,131.3,16374
1772015879.4869254,703.53,-112.85,495.73,79.94,131.5,16384
1772015879.5186245,703.69,-113.01,495.27,79.99,131.3,16376
1772015879.5510254,703.64,-112.96,495.41,79.99,131.3,16381
1772015879.5858898,703.64,-112.95,495.41,79.99,131.3,16374
1772015879.6186097,703.57,-112.88,495.62,80.05,131.4,16383
1772015879.6614008,703.68,-113.0,495.31,80.07,131.3,16386
1772015879.6898289,703.68,-113.0,495.31,80.07,131.3,16386
1772015879.7209651,703.65,-112.98,495.36,79.9,131.3,16379
1772015879.7541883,703.64,-112.97,495.39,79.88,131.3,16368
1772015879.7855885,703.52,-112.83,495.75,79.92,131.5,16374
1772015879.8187046,703.52,-112.82,495.77,79.9,131.5,16367
1772015879.8511617,703.68,-112.99,495.31,80.07,131.3,16381
1772015879.8850844,703.61,-112.9,495.53,80.13,131.4,16375
1772015879.919719,703.57,-112.86,495.63,80.04,131.4,16372
1772015879.9537928,703.58,-112.85,495.63,80.04,131.4,16380
1772015879.986123,703.52,-112.8,495.8,79.88,131.5,16380
1772015880.021632,703.65,-112.95,495.41,79.99,131.3,16366
1772015880.0567527,703.65,-112.96,495.41,79.99,131.3,16376
1772015880.090998,703.65,-112.97,495.41,79.99,131.3,16388
1772015880.123019,703.65,-112.98,495.41,79.99,131.3,16368
1772015880.15626,703.65,-112.98,495.41,79.99,131.3,16371
1772015880.188601,703.61,-112.93,495.53,80.13,131.4,16365
1772015880.2205248,703.62,-112.94,495.53,80.13,131.4,16365
1772015880.2530694,703.62,-112.94,495.53,80.13,131.4,16361
1772015880.2874043,703.51,-112.82,495.85,79.92,131.5,16366
1772015880.320746,703.66,-112.98,495.41,79.99,131.3,16363
1772015880.3744197,703.65,-112.98,495.41,79.99,131.3,16358
1772015880.4001102,703.5,-112.81,495.85,79.92,131.5,16370
1772015880.4415903,703.71,-113.04,495.23,80.13,131.2,16356
1772015880.4715014,703.65,-112.97,495.41,79.99,131.3,16358
1772015880.5132275,703.54,-112.85,495.75,79.92,131.5,16367
1772015880.5377712,703.52,-112.83,495.8,79.88,131.5,16363
1772015880.5627894,703.53,-112.85,495.77,79.7,131.5,16361
1772015880.5881507,703.47,-112.78,495.96,79.88,131.6,16366
1772015880.620822,703.58,-112.91,495.6,79.92,131.4,16367
1772015880.6541262,703.52,-112.83,495.8,79.88,131.5,16368
1772015880.6893435,703.6,-112.92,495.55,79.88,131.4,16363
1772015880.7195816,703.66,-112.98,495.35,80.04,131.3,16373
1772015880.7549615,703.6,-112.91,495.55,79.88,131.4,16376
1772015880.7862763,703.62,-112.94,495.47,79.94,131.4,16380
1772015880.8200376,703.61,-112.93,495.5,79.92,131.4,16373
1772015880.8538065,703.59,-112.91,495.55,79.88,131.4,16372
1772015880.8870773,703.71,-113.03,495.23,80.13,131.2,16374
1772015880.920646,703.72,-113.02,495.23,80.13,131.2,16369
1772015880.9547558,703.87,-113.17,494.81,80.1,131.1,16368
1772015880.9870622,703.89,-113.18,494.77,80.1,131.0,16361
1772015881.020223,703.81,-113.1,495.01,79.99,131.1,16367
1772015881.0578222,703.62,-112.9,495.55,79.88,131.4,16356
1772015881.0871608,703.62,-112.92,495.54,79.99,131.4,16358
1772015881.1226554,703.66,-112.98,495.41,79.99,131.3,16354
1772015881.1558037,703.66,-112.99,495.41,79.99,131.3,16354
1772015881.188163,703.66,-113.0,495.41,79.99,131.3,16365
1772015881.222032,703.76,-113.12,495.09,79.92,131.2,16367
1772015881.256768,703.72,-113.09,495.19,80.07,131.2,16375
1772015881.2884178,703.72,-113.09,495.19,80.07,131.2,16368
1772015881.3241148,703.74,-113.13,495.09,79.92,131.2,16371
1772015881.357329,703.7,-113.08,495.23,80.13,131.2,16359
1772015881.390634,703.64,-113.0,495.41,79.99,131.3,16364
1772015881.4234269,703.7,-113.06,495.23,80.13,131.2,16365
1772015881.4581516,703.67,-113.04,495.29,79.8,131.3,16367
1772015881.4894676,703.67,-113.04,495.29,79.8,131.3,16367
1772015881.5227785,703.66,-113.03,495.3,79.78,131.3,16354
1772015881.5549588,703.63,-113.01,495.36,79.7,131.3,16358
1772015881.5963044,703.66,-113.04,495.27,79.99,131.3,16371
1772015881.6262271,703.67,-113.04,495.27,79.99,131.3,16377
1772015881.6659896,703.67,-113.04,495.27,79.99,131.3,16372
1772015881.6972852,703.54,-112.9,495.65,79.8,131.4,16377
1772015881.730362,703.55,-112.9,495.65,79.8,131.4,16372
1772015881.7542775,703.59,-112.94,495.55,79.88,131.4,16376
1772015881.7856097,703.56,-112.9,495.65,79.8,131.4,16373
1772015881.8195198,703.56,-112.9,495.65,79.8,131.4,16372
1772015881.853659,703.6,-112.97,495.54,79.99,131.4,16350
1772015881.8850002,703.59,-112.97,495.57,79.7,131.4,16350
1772015881.919001,703.65,-113.03,495.41,79.99,131.3,16364
1772015881.9541786,703.65,-113.03,495.41,79.99,131.3,16365
1772015881.98746,703.61,-112.98,495.52,79.9,131.4,16369
1772015882.0184078,703.66,-113.02,495.36,79.9,131.3,16367
1772015882.0521386,703.65,-113.01,495.41,79.99,131.3,16371
1772015882.0860877,703.65,-113.01,495.41,79.99,131.3,16373
1772015882.1185296,703.65,-113.01,495.41,79.99,131.3,16375
1772015882.1531022,703.65,-113.01,495.41,79.99,131.3,16375
1772015882.1844842,703.65,-113.0,495.41,79.99,131.3,16375
1772015882.2192428,703.65,-112.99,495.41,79.99,131.3,16373
1772015882.2512822,703.65,-112.98,495.41,79.99,131.3,16369
1772015882.2892382,703.64,-112.97,495.41,79.99,131.3,16373
1772015882.3214853,703.64,-112.97,495.41,79.99,131.3,16377
1772015882.3526773,703.64,-112.96,495.41,79.99,131.3,16378
1772015882.385032,703.64,-112.97,495.41,79.99,131.3,16381
1772015882.4198127,703.64,-112.97,495.41,79.99,131.3,16373
1772015882.4513276,703.45,-112.77,495.97,79.78,131.6,16378
1772015882.4852629,703.37,-112.69,496.19,79.78,131.7,16387
